1,417,5
1,2,8
1,5,3
1,8,4
1,610,5
1,488,10
1,309,7
1,342,5
1,248,1
1,155,10
1,325,2
2,2,5
2,3,10
2,484,3
3,514,6
3,3,7
3,4,9
3,5,1
3,6,6
3,7,6
3,9,8
3,10,8
3,11,9
3,12,3
3,13,5
3,16,10
3,17,2
3,18,6
3,20,1
3,21,9
3,22,1
3,25,8
3,30,6
3,31,3
3,544,5
3,33,1
3,547,4
3,39,4
3,43,1
3,44,10
3,45,1
3,46,2
3,52,4
3,53,9
3,55,0
3,56,1
3,57,1
3,68,3
3,72,7
3,586,0
3,75,7
3,77,2
3,82,7
3,595,8
3,87,4
3,89,0
3,90,4
3,94,0
3,98,6
3,110,10
3,113,2
3,114,7
3,629,3
3,122,8
3,123,10
3,124,8
3,127,7
3,128,1
3,131,0
3,138,1
3,147,9
3,158,9
3,162,8
3,163,3
3,166,0
3,167,1
3,172,2
3,188,4
3,192,2
3,197,4
3,200,1
3,204,9
3,217,10
3,218,0
3,231,9
3,232,2
3,243,0
3,639,8
3,253,4
3,267,2
3,283,10
3,309,0
3,316,1
3,329,1
3,330,6
3,332,7
3,345,7
3,347,4
3,354,2
3,358,6
3,362,8
3,366,10
3,370,4
3,374,1
3,382,1
3,383,7
3,392,0
3,394,0
3,427,3
3,439,1
3,446,7
3,587,1
3,459,0
3,460,10
3,464,4
3,475,9
4,4,1
4,342,0
4,6,2
4,135,3
4,393,5
4,11,7
4,12,3
4,260,9
4,28,6
4,30,2
4,287,0
4,164,2
4,421,8
4,296,9
4,519,3
4,321,1
4,47,2
4,434,1
4,180,2
4,312,5
4,185,5
4,58,8
4,61,7
4,65,3
4,76,7
4,207,10
4,214,9
4,216,3
4,292,4
4,250,9
4,359,1
4,122,8
4,123,5
4,510,0
5,36,8
5,38,0
5,7,1
5,392,8
5,137,1
5,420,0
5,44,10
5,130,8
5,237,10
5,619,7
5,579,7
5,19,3
5,340,6
5,409,9
5,185,7
5,538,0
5,316,1
5,637,8
6,385,7
6,517,6
6,391,1
6,8,3
6,9,1
6,384,3
6,28,9
6,29,7
6,159,3
6,545,0
6,457,8
6,35,3
6,37,9
6,166,5
6,41,10
6,556,9
6,304,8
6,50,5
6,53,4
6,55,2
6,186,0
6,574,8
6,73,1
6,337,0
6,352,6
6,112,6
6,634,0
7,618,4
7,641,2
7,101,9
8,10,5
8,23,6
8,529,3
8,151,2
8,516,0
8,154,3
8,170,5
8,63,0
8,196,6
8,201,4
8,77,10
8,590,7
8,205,0
8,469,10
8,473,2
8,94,4
8,95,9
8,482,2
8,367,9
8,377,5
9,64,4
9,239,3
9,407,8
9,29,4
9,31,3
10,257,5
10,130,4
10,14,8
10,15,10
10,146,9
10,19,4
10,405,6
10,279,10
10,408,9
10,559,8
10,26,10
10,27,0
10,156,4
10,157,6
10,40,9
10,171,2
10,413,4
10,177,5
10,51,10
10,183,2
10,320,9
10,67,3
10,84,9
10,270,10
10,90,0
10,222,4
10,228,0
10,104,3
10,121,4
11,225,1
11,388,7
11,37,10
11,567,4
11,202,6
11,240,0
11,76,5
11,13,5
11,109,4
11,16,9
11,561,4
11,210,3
11,278,3
11,215,5
11,26,3
11,59,8
11,541,3
11,453,2
12,136,5
12,138,8
12,15,8
12,195,9
12,148,5
12,21,1
12,280,1
12,161,1
12,35,7
12,36,0
12,302,2
12,47,10
12,50,2
12,437,10
12,568,2
12,574,3
12,575,2
12,67,6
12,68,4
12,69,9
12,70,1
12,328,6
12,203,0
12,206,6
12,208,4
12,339,2
12,601,7
12,230,8
12,106,4
12,451,2
12,624,3
12,242,2
12,117,7
12,234,8
12,383,9
13,32,4
13,545,7
13,260,0
13,42,3
13,140,10
13,66,2
13,14,10
13,640,10
13,110,5
13,24,4
13,474,3
13,91,5
13,629,9
14,384,0
14,389,0
14,391,4
14,523,7
14,514,4
14,271,1
14,18,5
14,24,3
14,153,9
14,162,7
14,42,4
14,647,10
14,302,4
14,605,9
14,304,4
14,561,4
14,307,6
14,565,5
14,441,2
14,592,0
14,84,4
14,86,6
14,249,10
14,612,10
14,92,2
14,506,4
14,226,2
14,100,7
14,360,6
14,237,1
14,631,2
14,121,5
14,250,6
14,255,8
15,290,8
15,132,5
15,274,5
15,20,10
15,341,5
15,86,6
15,343,1
15,500,8
15,414,5
15,511,8
16,34,9
16,195,6
16,22,2
16,142,9
16,402,10
16,54,1
16,184,1
16,444,5
16,349,9
16,95,10
17,33,6
17,34,9
17,323,8
17,102,0
17,103,7
17,72,2
17,41,7
17,235,4
17,78,2
17,493,7
17,496,9
17,17,6
17,51,6
17,289,5
17,104,2
17,187,4
17,60,2
17,63,1
18,477,8
19,208,7
19,426,9
19,48,8
19,115,5
19,244,6
19,410,9
19,252,7
20,32,5
20,546,8
20,187,8
20,261,10
20,390,2
20,263,4
20,40,1
20,273,7
20,649,9
20,79,0
20,112,7
20,113,2
20,306,9
20,579,9
20,23,8
20,136,7
20,27,10
21,566,5
21,106,0
21,48,6
21,339,1
21,438,10
21,25,10
21,91,8
22,193,8
22,417,8
22,583,10
22,300,4
22,207,7
22,49,3
22,83,3
22,216,5
24,66,5
24,235,1
25,157,6
25,246,2
25,111,10
26,100,6
26,39,6
27,458,1
27,381,10
27,497,0
27,85,10
27,118,2
27,442,7
27,317,4
27,126,5
28,230,7
28,551,10
28,439,8
28,493,10
28,206,10
28,270,10
28,265,3
28,137,9
29,129,7
29,388,4
29,199,7
29,389,6
29,202,10
29,215,6
29,476,0
29,606,3
29,127,5
30,257,7
30,450,5
30,43,9
30,147,1
30,404,6
30,406,7
30,541,3
31,449,9
31,164,3
31,555,8
31,295,4
31,458,1
31,551,2
31,275,5
31,54,9
31,93,1
32,452,1
32,152,8
32,219,3
32,351,1
33,120,6
33,624,6
34,576,0
34,163,2
34,324,5
34,70,8
34,412,10
34,330,3
34,375,1
34,156,9
35,289,1
35,418,6
35,518,9
35,38,8
35,321,3
35,232,4
35,105,5
35,170,8
35,140,9
35,333,10
35,513,0
35,58,1
35,283,3
35,319,10
37,96,6
37,220,7
37,241,3
38,128,4
38,259,7
38,455,4
38,171,7
38,173,1
38,79,6
38,595,5
38,483,9
38,74,10
39,101,5
39,73,1
39,431,9
39,274,9
40,81,7
40,114,7
40,52,8
40,508,4
40,189,5
40,62,7
41,97,9
41,131,5
41,134,0
41,168,10
41,522,1
41,45,0
41,46,0
41,303,0
41,464,9
41,408,8
41,306,10
41,150,4
41,344,5
41,153,3
41,155,4
41,397,6
41,571,5
42,64,1
42,472,4
42,231,1
45,160,5
45,132,2
45,200,4
45,269,4
45,176,2
45,409,2
45,222,7
46,498,8
47,56,0
47,144,5
47,80,2
48,81,6
48,174,9
48,560,2
48,49,1
48,178,6
48,119,9
48,217,7
48,71,10
48,154,10
48,478,7
48,319,5
49,593,10
49,499,10
49,543,4
50,394,9
50,368,9
50,466,1
50,318,7
51,71,2
51,75,2
51,268,9
51,248,10
51,594,7
51,611,5
51,459,1
51,437,2
51,183,2
51,88,8
51,474,2
51,223,6
51,62,1
51,133,3
52,512,5
52,144,6
52,386,3
52,243,6
52,523,1
52,125,6
52,143,5
52,498,0
52,115,1
52,343,4
52,576,6
52,441,5
52,223,0
52,284,10
52,61,8
52,190,6
52,159,6
53,264,2
53,214,6
53,60,1
53,605,8
54,455,7
54,169,0
54,78,7
54,463,9
54,116,6
55,528,5
55,354,10
55,310,8
55,133,5
55,139,7
55,336,9
55,209,4
55,83,3
55,468,6
55,150,9
55,377,8
55,57,6
56,65,3
57,129,3
57,357,4
57,103,7
57,108,0
57,468,2
57,501,3
57,502,9
57,59,3
58,549,10
59,176,9
59,105,2
59,149,2
60,80,1
60,642,10
61,69,2
61,135,1
61,438,6
61,633,7
61,221,0
62,117,3
62,241,5
63,193,2
63,98,5
63,99,3
63,617,1
63,146,9
63,276,9
63,277,3
64,99,2
64,165,0
64,588,0
64,365,8
64,500,9
65,97,1
65,515,5
65,141,7
65,276,4
65,151,0
66,421,4
66,646,3
66,569,6
66,506,9
67,386,5
67,355,8
67,169,4
67,298,0
67,141,4
67,175,0
67,365,6
67,301,1
67,278,2
67,119,2
67,473,0
67,413,9
68,548,3
68,305,3
69,504,3
69,609,9
69,471,3
70,161,1
70,552,0
70,74,6
70,462,10
70,560,6
70,348,10
70,92,1
70,285,1
70,446,0
72,192,7
72,256,4
72,326,1
72,262,0
72,167,5
72,364,0
72,490,0
72,108,9
72,175,8
74,385,10
74,229,0
74,616,5
74,299,2
74,236,6
74,589,5
74,93,4
74,435,6
74,443,1
74,125,9
75,614,7
75,85,6
75,315,1
75,476,4
75,607,7
76,609,9
76,233,3
76,395,2
